16.243 -6.118 -5.282 -10.730
8.654 -23.015 17.448 -7.612
3.190 -2.494 14.621 -20.601
-3.224 -3.841 11.338 -10.999
-1.724 -8.779 0.422 5.828
-0.812 -1.277 -0.703
-0.171 -1.188 -0.473
-0.516 -1.014 -0.850
-0.154 -0.486 -0.529
-0.006 -0.124 -0.152
